date,installed_capacity_mw,available_supply_mw,peak_load_mw,min_load_mw,reserve_mw,reserve_rate_pct,peak_timestamp_raw,min_timestamp_raw
2023-01-31,138643,101699,84058,,17641,21.0,2023/01/31(09:00),-
2023-02-01,138647,102478,81652,,20826,25.5,2023/02/01(10:00),-
2023-02-02,138647,101827,83228,,18599,22.3,2023/02/02(09:00),-
2023-02-03,138647,101103,84290,,16813,19.9,2023/02/03(10:00),-
2023-02-04,138647,100826,70005,,30821,44.0,2023/02/04(01:00),-
2023-02-05,138647,100338,67195,,33143,49.3,2023/02/05(20:00),-
2023-02-06,138647,100804,81935,,18869,23.0,2023/02/06(10:00),-
2023-02-07,138647,97301,81585,,15716,19.3,2023/02/07(10:00),-
2023-02-08,138817,99128,81028,,18100,22.3,2023/02/08(09:00),-
2023-02-09,138817,99329,80850,,18479,22.9,2023/02/09(09:00),-
2023-02-10,138817,99009,81340,,17669,21.7,2023/02/10(10:00),-
2023-02-11,138817,97867,67796,,30071,44.4,2023/02/11(01:00),-
2023-02-12,138817,98838,65888,,32950,50.0,2023/02/12(19:00),-
2023-02-13,138817,99986,81235,,18751,23.1,2023/02/13(11:00),-
2023-02-14,138817,98967,79024,,19943,25.2,2023/02/14(09:00),-
2023-02-15,138840,99470,80643,,18827,23.3,2023/02/15(10:00),-
2023-02-16,138840,99109,81126,,17983,22.2,2023/02/16(10:00),-
2023-02-17,138840,98378,79701,,18677,23.4,2023/02/17(10:00),-
2023-02-18,138840,94387,68387,,26000,38.0,2023/02/18(11:00),-
2023-02-19,138840,97215,65618,,31597,48.2,2023/02/19(20:00),-
2023-02-20,138840,97609,78791,,18818,23.9,2023/02/20(19:00),-
2023-02-21,138840,97554,79297,,18257,23.0,2023/02/21(09:00),-
2023-02-22,138846,98864,78537,,20327,25.9,2023/02/22(09:00),-
2023-02-23,138846,99004,76790,,22214,28.9,2023/02/23(09:00),-
2023-02-24,138846,98287,76151,,22136,29.1,2023/02/24(09:00),-
2023-02-25,138846,96966,66816,,30150,45.1,2023/02/25(01:00),-
2023-02-26,138846,96610,64923,,31687,48.8,2023/02/26(20:00),-
2023-02-27,138846,95543,74630,,20913,28.0,2023/02/27(09:00),-
2023-02-28,138846,95866,74655,,21211,28.4,2023/02/28(09:00),-
2023-03-01,138846,92683,69174,,23509,34.0,2023/03/01(20:00),-
2023-03-02,138860,97952,76510,,21442,28.0,2023/03/02(19:00),-
2023-03-03,138860,98244,75363,,22881,30.4,2023/03/03(09:00),-
2023-03-04,138860,90987,64218,,26769,41.7,2023/03/04(01:00),-
2023-03-05,138860,87307,62329,,24978,40.1,2023/03/05(20:00),-
2023-03-06,138860,92749,72424,,20325,28.1,2023/03/06(09:00),-
2023-03-07,138860,93336,72608,,20728,28.5,2023/03/07(09:00),-
2023-03-08,138866,92310,70657,,21653,30.6,2023/03/08(09:00),-
2023-03-09,138866,92036,72032,,20004,27.8,2023/03/09(10:00),-
2023-03-10,138866,91060,68901,,22159,32.2,2023/03/10(09:00),-
2023-03-11,138866,84465,60181,,24284,40.4,2023/03/11(20:00),-
2023-03-12,138866,85088,62216,,22872,36.8,2023/03/12(20:00),-
2023-03-13,138866,90608,72805,,17803,24.5,2023/03/13(19:00),-
2023-03-14,138866,89931,70755,,19176,27.1,2023/03/14(19:00),-
2023-03-15,139011,88788,70533,,18255,25.9,2023/03/15(19:00),-
2023-03-16,139011,88531,72068,,16463,22.8,2023/03/16(19:00),-
2023-03-17,139011,89299,71612,,17687,24.7,2023/03/17(10:00),-
2023-03-18,139011,86856,61605,,25251,41.0,2023/03/18(20:00),-
2023-03-19,139011,84692,60568,,24124,39.8,2023/03/19(20:00),-
2023-03-20,139011,83818,69333,,14485,20.9,2023/03/20(20:00),-
2023-03-21,139011,87042,68985,,18057,26.2,2023/03/21(20:00),-
2023-03-22,139025,85956,68792,,17164,25.0,2023/03/22(19:00),-
2023-03-23,139025,85967,71388,,14579,20.4,2023/03/23(10:00),-
2023-03-24,139025,88027,68133,,19894,29.2,2023/03/24(10:00),-
2023-03-25,139025,82416,60553,,21863,36.1,2023/03/25(20:00),-
2023-03-26,139025,83053,59275,,23778,40.1,2023/03/26(20:00),-
2023-03-27,139025,88424,69047,,19377,28.1,2023/03/27(20:00),-
2023-03-28,139025,86976,69012,,17964,26.0,2023/03/28(20:00),-
2023-03-29,139049,87768,68140,,19628,28.8,2023/03/29(20:00),-
2023-03-30,139049,86801,67833,,18968,28.0,2023/03/30(20:00),-
2023-03-31,139049,85199,65629,,19570,29.8,2023/03/31(20:00),-
2023-04-01,139049,81707,59002,,22705,38.5,2023/04/01(20:00),-
2023-04-02,139049,85228,58205,,27023,46.4,2023/04/02(21:00),-
2023-04-03,139049,84289,67649,,16640,24.6,2023/04/03(20:00),-
2023-04-04,139049,84938,68535,,16403,23.9,2023/04/04(17:00),-
2023-04-05,139079,84179,72292,,11887,16.4,2023/04/05(11:00),-
2023-04-06,139079,84070,70688,,13382,18.9,2023/04/06(17:00),-
2023-04-07,139079,85615,66780,,18835,28.2,2023/04/07(20:00),-
2023-04-08,139079,84600,59967,,24633,41.1,2023/04/08(20:00),-
2023-04-09,139079,83956,58648,,25308,43.2,2023/04/09(21:00),-
2023-04-10,139079,83951,67150,,16801,25.0,2023/04/10(20:00),-
2023-04-11,139079,83307,69385,,13922,20.1,2023/04/11(17:00),-
2023-04-12,139048,83551,67710,,15841,23.4,2023/04/12(20:00),-
2023-04-13,139048,82778,67686,,15092,22.3,2023/04/13(20:00),-
2023-04-14,139048,82131,67403,,14728,21.9,2023/04/14(10:00),-
2023-04-15,139048,79939,59880,,20059,33.5,2023/04/15(20:00),-
2023-04-16,139048,81738,58530,,23208,39.7,2023/04/16(21:00),-
2023-04-17,139048,82728,67016,,15712,23.4,2023/04/17(20:00),-
2023-04-18,139048,82167,71402,,10765,15.1,2023/04/18(11:00),-
2023-04-19,139100,84523,67904,,16619,24.5,2023/04/19(20:00),-
2023-04-20,139100,84194,69019,,15175,22.0,2023/04/20(20:00),-
2023-04-21,139100,84862,65953,,18909,28.7,2023/04/21(20:00),-
2023-04-22,139100,81689,58620,,23069,39.4,2023/04/22(20:00),-
2023-04-23,139100,81460,57975,,23485,40.5,2023/04/23(21:00),-
2023-04-24,139100,80652,66664,,13988,21.0,2023/04/24(20:00),-
2023-04-25,139100,82630,69358,,13272,19.1,2023/04/25(17:00),-
2023-04-26,139065,82164,66959,,15205,22.7,2023/04/26(20:00),-
2023-04-27,139065,80656,66708,,13948,20.9,2023/04/27(20:00),-
2023-04-28,139065,81098,65812,,15286,23.2,2023/04/28(20:00),-
2023-04-29,139065,80693,59105,,21588,36.5,2023/04/29(12:00),-
2023-04-30,139065,78787,56344,,22443,39.8,2023/04/30(21:00),-
2023-05-01,139065,84199,58849,,25350,43.1,2023/05/01(21:00),-
2023-05-02,139065,83580,66341,,17239,26.0,2023/05/02(20:00),-
2023-05-03,139065,84319,66914,,17405,26.0,2023/05/03(20:00),-
2023-05-04,139065,85400,66972,,18428,27.5,2023/05/04(17:00),-
2023-05-05,139065,82783,61504,,21279,34.6,2023/05/05(20:00),-
2023-05-06,139065,81015,57640,,23375,40.6,2023/05/06(20:00),-
2023-05-07,139065,82320,57038,,25282,44.3,2023/05/07(21:00),-
2023-05-08,139065,82152,65456,,16696,25.5,2023/05/08(20:00),-
2023-05-09,139065,82009,66833,,15176,22.7,2023/05/09(20:00),-
2023-05-10,139147,82235,66339,,15896,24.0,2023/05/10(20:00),-
2023-05-11,139147,83347,67295,,16052,23.9,2023/05/11(20:00),-
2023-05-12,139147,82904,65469,,17435,26.6,2023/05/12(20:00),-
2023-05-13,139147,82692,59028,,23664,40.1,2023/05/13(21:00),-
2023-05-14,139147,82371,58026,,24345,42.0,2023/05/14(21:00),-
2023-05-15,139147,82771,67563,,15208,22.5,2023/05/15(20:00),-
2023-05-16,139147,81823,69942,,11881,17.0,2023/05/16(19:00),-
2023-05-17,139171,81136,69974,,11162,16.0,2023/05/17(20:00),-
2023-05-18,139171,84042,70912,,13130,18.5,2023/05/18(11:00),-
2023-05-19,139171,82309,67914,,14395,21.2,2023/05/19(20:00),-
2023-05-20,140240,81884,60092,,21792,36.3,2023/05/20(20:00),-
2023-05-21,140240,83862,58588,,25274,43.1,2023/05/21(21:00),-
2023-05-22,140240,82998,67579,,15419,22.8,2023/05/22(11:00),-
2023-05-23,140240,82407,67974,,14433,21.2,2023/05/23(20:00),-
2023-05-24,140240,81333,67877,,13456,19.8,2023/05/24(17:00),-
2023-05-25,140240,83621,68519,,15102,22.0,2023/05/25(17:00),-
2023-05-26,140240,84268,68018,,16250,23.9,2023/05/26(17:00),-
2023-05-27,140240,82676,60765,,21911,36.1,2023/05/27(21:00),-
2023-05-28,140240,79202,59003,,20199,34.2,2023/05/28(20:00),-
2023-05-29,140240,79383,65013,,14370,22.1,2023/05/29(20:00),-
2023-05-30,140240,82332,72772,,9560,13.1,2023/05/30(17:00),-
2023-05-31,140240,83165,69289,,13876,20.0,2023/05/31(19:00),-
2023-06-01,140758,83644,71202,,12442,17.5,2023/06/01(17:00),-
2023-06-02,140758,82669,68262,,14407,21.1,2023/06/02(19:00),-
2023-06-03,140758,82672,59502,,23170,38.9,2023/06/03(21:00),-
2023-06-04,140758,84682,59372,,25310,42.6,2023/06/04(21:00),-
2023-06-05,140758,84710,65659,,19051,29.0,2023/06/05(20:00),-
2023-06-06,140758,86513,63781,,22732,35.6,2023/06/06(21:00),-
2023-06-07,140758,85092,69540,,15552,22.4,2023/06/07(20:00),-
2023-06-08,140758,85279,70755,,14524,20.5,2023/06/08(17:00),-
2023-06-09,140758,83619,69747,,13872,19.9,2023/06/09(19:00),-
2023-06-10,140758,82997,61953,,21044,34.0,2023/06/10(21:00),-
2023-06-11,140758,82473,62339,,20134,32.3,2023/06/11(21:00),-
2023-06-12,140758,87631,71512,,16119,22.5,2023/06/12(18:00),-
2023-06-13,140758,86678,72258,,14420,20.0,2023/06/13(19:00),-
2023-06-14,140908,86792,71475,,15317,21.4,2023/06/14(17:00),-
2023-06-15,140908,84221,72139,,12082,16.7,2023/06/15(19:00),-
2023-06-16,140908,85483,72163,,13320,18.5,2023/06/16(18:00),-
2023-06-17,140908,83897,63664,,20233,31.8,2023/06/17(20:00),-
2023-06-18,140908,84025,64094,,19931,31.1,2023/06/18(20:00),-
2023-06-19,140908,91145,79351,,11794,14.9,2023/06/19(17:00),-
2023-06-20,140908,91012,76566,,14446,18.9,2023/06/20(15:00),-
2023-06-21,140945,90548,75890,,14658,19.3,2023/06/21(11:00),-
2023-06-22,140945,90532,73402,,17130,23.3,2023/06/22(19:00),-
2023-06-23,140945,90105,73677,,16428,22.3,2023/06/23(18:00),-
2023-06-24,140945,88311,66496,,21815,32.8,2023/06/24(20:00),-
2023-06-25,140945,86380,66484,,19896,29.9,2023/06/25(20:00),-
2023-06-26,140945,93188,79558,,13630,17.1,2023/06/26(17:00),-
2023-06-27,140945,93711,77801,,15910,20.4,2023/06/27(19:00),-
2023-06-28,140945,94576,79205,,15371,19.4,2023/06/28(17:00),-
2023-06-29,140955,93562,82196,,11366,13.8,2023/06/29(11:00),-
2023-06-30,140955,93460,79294,,14166,17.9,2023/06/30(11:00),-
2023-07-01,140955,95423,69581,,25842,37.1,2023/07/01(20:00),-
2023-07-02,140955,95689,69809,,25880,37.1,2023/07/02(20:00),-
2023-07-03,140955,98483,84023,,14460,17.2,2023/07/03(17:00),-
2023-07-04,140955,97789,83089,,14700,17.7,2023/07/04(15:00),-
2023-07-05,141984,98922,77283,,21639,28.0,2023/07/05(19:00),-
2023-07-06,141984,99885,82268,,17617,21.4,2023/07/06(17:00),-
2023-07-07,141984,96783,82068,,14715,17.9,2023/07/07(14:00),-
2023-07-08,141984,94216,69633,,24583,35.3,2023/07/08(20:00),-
2023-07-09,141984,95134,68423,,26711,39.0,2023/07/09(20:00),-
2023-07-10,141984,99558,82203,,17355,21.1,2023/07/10(18:00),-
2023-07-11,141984,98896,83533,,15363,18.4,2023/07/11(11:00),-
2023-07-12,142126,99381,82046,,17335,21.1,2023/07/12(17:00),-
2023-07-13,142126,98496,84575,,13921,16.5,2023/07/13(11:00),-
2023-07-14,142126,98278,84380,,13898,16.5,2023/07/14(11:00),-
2023-07-15,142126,94588,70903,,23685,33.4,2023/07/15(12:00),-
2023-07-16,142126,95585,68041,,27544,40.5,2023/07/16(20:00),-
2023-07-17,142126,102562,82555,,20007,24.2,2023/07/17(17:00),-
2023-07-18,142126,101987,82615,,19372,23.4,2023/07/18(15:00),-
2023-07-19,142201,103424,80874,,22550,27.9,2023/07/19(19:00),-
2023-07-20,142201,104568,83731,,20837,24.9,2023/07/20(17:00),-
2023-07-21,142201,103301,84221,,19080,22.7,2023/07/21(17:00),-
2023-07-22,142201,99735,72220,,27515,38.1,2023/07/22(15:00),-
2023-07-23,142201,99820,70370,,29450,41.9,2023/07/23(20:00),-
2023-07-24,142201,102648,83062,,19586,23.6,2023/07/24(17:00),-
2023-07-25,142201,103526,83943,,19583,23.3,2023/07/25(17:00),-
2023-07-26,142201,103142,86054,,17088,19.9,2023/07/26(17:00),-
2023-07-27,142201,102234,87033,,15201,17.5,2023/07/27(18:00),-
2023-07-28,142567,102152,85321,,16831,19.7,2023/07/28(17:00),-
2023-07-29,142567,99446,76405,,23041,30.2,2023/07/29(20:00),-
2023-07-30,142567,100571,74605,,25966,34.8,2023/07/30(20:00),-
2023-07-31,142567,101789,80734,,21055,26.1,2023/07/31(19:00),-
2023-08-01,142567,101734,82962,,18772,22.6,2023/08/01(20:00),-
2023-08-02,142567,102567,82699,,19868,24.0,2023/08/02(19:00),-
2023-08-03,142567,101997,85990,,16007,18.6,2023/08/03(19:00),-
2023-08-04,142567,101133,86089,,15044,17.5,2023/08/04(19:00),-
2023-08-05,142567,101731,80221,,21510,26.8,2023/08/05(20:00),-
2023-08-06,142567,101793,79971,,21822,27.3,2023/08/06(20:00),-
2023-08-07,142567,104297,93615,,10682,11.4,2023/08/07(17:00),-
2023-08-08,142567,103860,93299,,10561,11.3,2023/08/08(18:00),-
2023-08-09,142584,103773,89935,,13838,15.4,2023/08/09(15:00),-
2023-08-10,142584,102841,81651,,21190,26.0,2023/08/10(11:00),-
2023-08-11,142584,103881,80549,,23332,29.0,2023/08/11(17:00),-
2023-08-12,142584,99351,69688,,29663,42.6,2023/08/12(20:00),-
2023-08-13,142584,99087,72148,,26939,37.3,2023/08/13(20:00),-
2023-08-14,142584,102576,82760,,19816,23.9,2023/08/14(18:00),-
2023-08-15,142584,102421,80630,,21791,27.0,2023/08/15(20:00),-
2023-08-16,142584,102713,86140,,16573,19.2,2023/08/16(17:00),-
2023-08-17,142584,102798,86794,,16004,18.4,2023/08/17(18:00),-
2023-08-18,142584,102810,88570,,14240,16.1,2023/08/18(17:00),-
2023-08-19,142584,101346,77513,,23833,30.7,2023/08/19(20:00),-
2023-08-20,143332,100227,76867,,23360,30.4,2023/08/20(20:00),-
2023-08-21,143332,102587,91334,,11253,12.3,2023/08/21(18:00),-
2023-08-22,143332,104034,90322,,13712,15.2,2023/08/22(17:00),-
2023-08-23,143332,103456,87971,,15485,17.6,2023/08/23(17:00),-
2023-08-24,143332,102384,86561,,15823,18.3,2023/08/24(16:00),-
2023-08-25,143332,102355,82632,,19723,23.9,2023/08/25(18:00),-
2023-08-26,143332,98457,71966,,26491,36.8,2023/08/26(20:00),-
2023-08-27,143332,96857,71334,,25523,35.8,2023/08/27(20:00),-
2023-08-28,143332,102236,81578,,20658,25.3,2023/08/28(17:00),-
2023-08-29,143332,102207,83947,,18260,21.8,2023/08/29(15:00),-
2023-08-30,143401,101752,81190,,20562,25.3,2023/08/30(11:00),-
2023-08-31,143401,101698,77880,,23818,30.6,2023/08/31(19:00),-
2023-09-01,143401,100172,76397,,23775,31.1,2023/09/01(18:00),-
2023-09-02,143401,97506,68954,,28552,41.4,2023/09/02(20:00),-
2023-09-03,143401,98099,70303,,27796,39.5,2023/09/03(20:00),-
2023-09-04,143401,99186,85567,,13619,15.9,2023/09/04(17:00),-
2023-09-05,143401,99391,85682,,13709,16.0,2023/09/05(18:00),-
2023-09-06,143429,98686,84181,,14505,17.2,2023/09/06(18:00),-
2023-09-07,143429,98334,81665,,16669,20.4,2023/09/07(18:00),-
2023-09-08,143429,98050,78754,,19296,24.5,2023/09/08(18:00),-
2023-09-09,143429,94923,69152,,25771,37.3,2023/09/09(20:00),-
2023-09-10,143429,95818,68207,,27611,40.5,2023/09/10(20:00),-
2023-09-11,143429,97469,81913,,15556,19.0,2023/09/11(18:00),-
2023-09-12,143429,96217,82478,,13739,16.7,2023/09/12(17:00),-
2023-09-13,143460,94349,81364,,12985,16.0,2023/09/13(11:00),-
2023-09-14,143460,94930,80149,,14781,18.4,2023/09/14(17:00),-
2023-09-15,143460,94430,78139,,16291,20.8,2023/09/15(17:00),-
2023-09-16,143460,89463,69043,,20420,29.6,2023/09/16(15:00),-
2023-09-17,143460,92366,67762,,24604,36.3,2023/09/17(20:00),-
2023-09-18,143460,94611,79866,,14745,18.5,2023/09/18(18:00),-
2023-09-19,143460,91780,79704,,12076,15.2,2023/09/19(17:00),-
2023-09-20,143481,91763,79940,,11823,14.8,2023/09/20(11:00),-
2023-09-21,143481,92647,74465,,18182,24.4,2023/09/21(17:00),-
2023-09-22,143481,92123,71935,,20188,28.1,2023/09/22(19:00),-
2023-09-23,143481,88758,63395,,25363,40.0,2023/09/23(20:00),-
2023-09-24,143481,87899,61853,,26046,42.1,2023/09/24(20:00),-
2023-09-25,143481,90962,74249,,16713,22.5,2023/09/25(17:00),-
2023-09-26,143481,89883,74562,,15321,20.5,2023/09/26(17:00),-
2023-09-27,143486,91105,71537,,19568,27.4,2023/09/27(11:00),-
2023-09-28,143486,92297,56740,,35557,62.7,2023/09/28(19:00),-
2023-09-29,143486,89759,52425,,37334,71.2,2023/09/29(20:00),-
2023-09-30,143486,87107,54122,,32985,60.9,2023/09/30(20:00),-
2023-10-01,143486,88085,54323,,33762,62.2,2023/10/01(20:00),-
2023-10-02,143486,89665,57484,,32181,56.0,2023/10/02(19:00),-
2023-10-03,143486,88991,61368,,27623,45.0,2023/10/03(19:00),-
2023-10-04,143486,87361,70315,,17046,24.2,2023/10/04(19:00),-
2023-10-05,143486,88648,68749,,19899,28.9,2023/10/05(19:00),-
2023-10-06,143486,89340,68442,,20898,30.5,2023/10/06(19:00),-
2023-10-07,143486,88103,60894,,27209,44.7,2023/10/07(19:00),-
2023-10-08,143486,87772,58651,,29121,49.7,2023/10/08(19:00),-
2023-10-09,143486,86123,63732,,22391,35.1,2023/10/09(19:00),-
2023-10-10,143486,85494,70604,,14890,21.1,2023/10/10(19:00),-
2023-10-11,143486,84960,70443,,14517,20.6,2023/10/11(19:00),-
2023-10-12,143559,84165,70840,,13325,18.8,2023/10/12(19:00),-
2023-10-13,143559,84971,69448,,15523,22.4,2023/10/13(19:00),-
2023-10-14,143559,82270,60838,,21432,35.2,2023/10/14(19:00),-
2023-10-15,143559,83060,59651,,23409,39.2,2023/10/15(19:00),-
2023-10-16,143559,85263,69274,,15989,23.1,2023/10/16(19:00),-
2023-10-17,143559,84574,69960,,14614,20.9,2023/10/17(19:00),-
2023-10-18,143712,86240,69700,,16540,23.7,2023/10/18(19:00),-
2023-10-19,143712,85738,70985,,14753,20.8,2023/10/19(19:00),-
2023-10-20,143712,87249,67722,,19527,28.8,2023/10/20(19:00),-
2023-10-21,143712,83506,59888,,23618,39.4,2023/10/21(19:00),-
2023-10-22,143712,85357,58718,,26639,45.4,2023/10/22(19:00),-
2023-10-23,143712,83397,69638,,13759,19.8,2023/10/23(19:00),-
2023-10-24,143712,84248,70197,,14051,20.0,2023/10/24(19:00),-
2023-10-25,143731,83979,69653,,14326,20.6,2023/10/25(19:00),-
2023-10-26,143731,83740,70646,,13094,18.5,2023/10/26(19:00),-
2023-10-27,143731,84240,68296,,15944,23.3,2023/10/27(19:00),-
2023-10-28,143731,81318,59753,,21565,36.1,2023/10/28(19:00),-
2023-10-29,143731,82674,58684,,23990,40.9,2023/10/29(19:00),-
2023-10-30,143731,82961,69602,,13359,19.2,2023/10/30(19:00),-
2023-10-31,143731,84749,69878,,14871,21.3,2023/10/31(19:00),-
2023-11-01,143770,84681,69845,,14836,21.2,2023/11/01(18:00),-
2023-11-02,143770,86411,70489,,15922,22.6,2023/11/02(19:00),-
2023-11-03,143770,86921,69323,,17598,25.4,2023/11/03(18:00),-
2023-11-04,143770,86600,61037,,25563,41.9,2023/11/04(19:00),-
2023-11-05,143770,84474,60309,,24165,40.1,2023/11/05(19:00),-
2023-11-06,143770,85794,69757,,16037,23.0,2023/11/06(10:00),-
2023-11-07,143770,88748,70456,,18292,26.0,2023/11/07(19:00),-
2023-11-08,143802,88768,68456,,20312,29.7,2023/11/08(19:00),-
2023-11-09,143802,88466,69833,,18633,26.7,2023/11/09(18:00),-
2023-11-10,143802,90043,70206,,19837,28.3,2023/11/10(19:00),-
2023-11-11,143802,90025,63124,,26901,42.6,2023/11/11(19:00),-
2023-11-12,143802,90094,63156,,26938,42.7,2023/11/12(19:00),-
2023-11-13,143802,90613,75186,,15427,20.5,2023/11/13(18:00),-
2023-11-14,143802,89441,74305,,15136,20.4,2023/11/14(18:00),-
2023-11-15,143978,89641,73401,,16240,22.1,2023/11/15(09:00),-
2023-11-16,143978,89652,78815,,10837,13.7,2023/11/16(15:00),-
2023-11-17,143978,90313,76618,,13695,17.9,2023/11/17(17:00),-
2023-11-18,143978,91879,66148,,25731,38.9,2023/11/18(19:00),-
2023-11-19,143978,91299,62598,,28701,45.8,2023/11/19(19:00),-
2023-11-20,143978,92492,75162,,17330,23.1,2023/11/20(18:00),-
2023-11-21,143978,91666,74025,,17641,23.8,2023/11/21(09:00),-
2023-11-22,144336,92695,73266,,19429,26.5,2023/11/22(18:00),-
2023-11-23,144336,92817,72557,,20260,27.9,2023/11/23(18:00),-
2023-11-24,144336,97329,76598,,20731,27.1,2023/11/24(18:00),-
2023-11-25,144336,91812,66540,,25272,38.0,2023/11/25(19:00),-
2023-11-26,144336,90868,63720,,27148,42.6,2023/11/26(19:00),-
2023-11-27,144026,93206,79861,,13345,16.7,2023/11/27(11:00),-
2023-11-28,144026,96172,78894,,17278,21.9,2023/11/28(18:00),-
2023-11-29,144063,96664,81146,,15518,19.1,2023/11/29(17:00),-
2023-11-30,144063,96366,82716,,13650,16.5,2023/11/30(18:00),-
2023-12-01,144063,99572,81228,,18344,22.6,2023/12/01(10:00),-
2023-12-02,144063,96616,66924,,29692,44.4,2023/12/02(01:00),-
2023-12-03,144063,97827,65368,,32459,49.7,2023/12/03(19:00),-
2023-12-04,144063,99020,79599,,19421,24.4,2023/12/04(18:00),-
2023-12-05,144063,97325,78441,,18884,24.1,2023/12/05(09:00),-
2023-12-06,144070,99399,79102,,20297,25.7,2023/12/06(10:00),-
2023-12-07,144070,100157,77237,,22920,29.7,2023/12/07(09:00),-
2023-12-08,144070,99956,75245,,24711,32.8,2023/12/08(09:00),-
2023-12-09,144070,97556,62483,,35073,56.1,2023/12/09(19:00),-
2023-12-10,144070,96107,61067,,35040,57.4,2023/12/10(19:00),-
2023-12-11,144070,100669,76893,,23776,30.9,2023/12/11(15:00),-
2023-12-12,144070,100804,76995,,23809,30.9,2023/12/12(10:00),-
2023-12-13,144200,101145,75581,,25564,33.8,2023/12/13(09:00),-
2023-12-14,144200,101310,77896,,23414,30.1,2023/12/14(15:00),-
2023-12-15,144200,99963,78513,,21450,27.3,2023/12/15(11:00),-
2023-12-16,144200,99891,70383,,29508,41.9,2023/12/16(19:00),-
2023-12-17,144200,99119,70703,,28416,40.2,2023/12/17(19:00),-
2023-12-18,144200,103366,88869,,14497,16.3,2023/12/18(11:00),-
2023-12-19,144200,101928,88580,,13348,15.1,2023/12/19(10:00),-
2023-12-20,144381,103834,89230,,14604,16.4,2023/12/20(17:00),-
2023-12-21,144381,105213,91556,,13657,14.9,2023/12/21(10:00),-
2023-12-22,144381,104466,91391,,13075,14.3,2023/12/22(10:00),-
2023-12-23,144381,103207,73369,,29838,40.7,2023/12/23(19:00),-
2023-12-24,144381,102110,68643,,33467,48.8,2023/12/24(19:00),-
2023-12-25,144381,103217,71050,,32167,45.3,2023/12/25(19:00),-
2023-12-26,144381,102816,84106,,18710,22.2,2023/12/26(10:00),-
2023-12-27,144381,103064,82383,,20681,25.1,2023/12/27(10:00),-
2023-12-28,144381,102810,81745,,21065,25.8,2023/12/28(10:00),-
2023-12-29,144415,103693,78244,,25449,32.5,2023/12/29(09:00),-
2023-12-30,144415,102366,66025,,36341,55.0,2023/12/30(18:00),-
2023-12-31,144415,102709,63589,,39120,61.5,2023/12/31(19:00),-
2024-01-01,144415,101990,63132,,38858,61.6,2024/01/01(19:00),-
2024-01-02,144415,103419,80460,,22959,28.5,2024/01/02(10:00),-
2024-01-03,144415,101197,83422,,17775,21.3,2024/01/03(10:00),-
2024-01-04,144421,101701,81728,,19973,24.4,2024/01/04(09:00),-
2024-01-05,144421,101519,80632,,20887,25.9,2024/01/05(10:00),-
2024-01-06,144421,99930,67965,,31965,47.0,2024/01/06(19:00),-
2024-01-07,144421,103720,69798,,33922,48.6,2024/01/07(19:00),-
2024-01-08,144421,105598,84150,,21448,25.5,2024/01/08(10:00),-
2024-01-09,144421,103910,88214,,15696,17.8,2024/01/09(11:00),-
2024-01-10,144426,105583,85081,,20502,24.1,2024/01/10(10:00),-
2024-01-11,144426,103418,84185,,19233,22.8,2024/01/11(10:00),-
2024-01-12,144426,102931,80506,,22425,27.9,2024/01/12(09:00),-
2024-01-13,144426,98104,68211,,29893,43.8,2024/01/13(19:00),-
2024-01-14,144426,102984,66854,,36130,54.0,2024/01/14(19:00),-
2024-01-15,144426,105880,81436,,24444,30.0,2024/01/15(18:00),-
2024-01-16,144426,104133,83487,,20646,24.7,2024/01/16(09:00),-
2024-01-17,144640,103539,86162,,17377,20.2,2024/01/17(11:00),-
2024-01-18,144640,102314,82978,,19336,23.3,2024/01/18(11:00),-
2024-01-19,144640,101298,81003,,20295,25.1,2024/01/19(10:00),-
2024-01-20,144640,97708,69500,,28208,40.6,2024/01/20(11:00),-
2024-01-21,144640,99278,66867,,32411,48.5,2024/01/21(19:00),-
2024-01-22,144640,104312,86746,,17566,20.2,2024/01/22(18:00),-
2024-01-23,144640,104997,89231,,15766,17.7,2024/01/23(17:00),-
2024-01-24,144652,104666,88055,,16611,18.9,2024/01/24(10:00),-
2024-01-25,144652,104370,86788,,17582,20.3,2024/01/25(10:00),-
2024-01-26,144652,102593,84354,,18239,21.6,2024/01/26(09:00),-
2024-01-27,144652,100226,69125,,31101,45.0,2024/01/27(19:00),-
2024-01-28,144652,100740,67741,,32999,48.7,2024/01/28(19:00),-
2024-01-29,144652,101454,82039,,19415,23.7,2024/01/29(10:00),-
2024-01-30,144652,100814,82692,,18122,21.9,2024/01/30(09:00),-
2024-01-31,144746,99286,80671,,18615,23.1,2024/01/31(10:00),-
2024-02-01,144746,97420,81677,,15743,19.3,2024/02/01(10:00),-
2024-02-02,144746,99377,79921,,19456,24.3,2024/02/02(10:00),-
2024-02-03,144746,96458,66832,,29626,44.3,2024/02/03(19:00),-
2024-02-04,144746,98483,64807,,33676,52.0,2024/02/04(19:00),-
2024-02-05,144746,97905,82573,,15332,18.6,2024/02/05(11:00),-
2024-02-06,144746,97363,83641,,13722,16.4,2024/02/06(10:00),-
2024-02-07,144765,97216,79115,,18101,22.9,2024/02/07(09:00),-
2024-02-08,144765,101029,77521,,23508,30.3,2024/02/08(09:00),-
2024-02-09,144765,98759,62755,,36004,57.4,2024/02/09(01:00),-
2024-02-10,144765,98681,57179,,41502,72.6,2024/02/10(24:00),-
